name,general,entity_type,figure_type,occupation,personality,size,height,life,move,range,attack,defense,ability_1_title,ability_1_desc,ability_2_title,ability_2_desc,ability_3_title,ability_3_desc,ability_4_title,ability_4_desc,points,source_file
JUXUAZ,Valkrill,Ghoul,Unique Hero,Warlord,Tricky,Medium,5,5,5,1,4,2,AGILE STRIKES SPECIAL ATTACK,"Range 1. Attack 2. Roll the 20-sided die. If you roll 1-10, Juxuaz may attack two times. If you roll 11-15, Juxuaz may attack three times. If you roll 16-20, Juxuaz may attack four times.",MIND ATTACK 16,"After moving and before attacking, you may choose any figure adjacent to Juxuaz. Roll the 20-sided die. If you roll 16 or higher that figure will receive a wound.",GHOUL DEFENSIVE BONDING,"If at least another friendly Ghoul figure is adjacent to Juxuaz, he may roll one additional defense dice.",,,120,custom-juxuaz.png
KALLIROTH,Vydar,Vydar,Unique Hero,Pirate,Reckless,Medium,4,4,6,1,3,3,GUARD HERO MOVEMENT BONDING,"Before taking a turn with Kalliroth, you may move a guard hero that you control up to 5 spaces.",MINDSLICE,"After moving and before attacking, roll the 20 sided-die. If you roll 12 or higher, any small or medium figure attacked by Kalliroth this turn may roll no more than 1 defense die.",DOUBLE ATTACK,"When Kalliroth attacks, she may attack one additional time.",,,95,custom-kalliroth-the-githyanki-pirate.png
KANTON,Valkrill,Ghoul,Unique Hero,Monarch,Tricky,Medium,5,5,5,1,3,2,SHADOW MOVEMENT,"Instead of moving, you may move Kanton to any available shadow space that is within 6 spaces of him. If Kanton is engaged when he start his Shadow Movement, he will take any leaving engagement attacks.",MIND ATTACK,"After moving and before attacking, you may choose any figure adjacent to Kanton. Roll the 20-sided die. If you roll 15 or higher that figure will receive a wound.",GHOUL DEFENSIVE BONDING,"If at least another friendly Ghoul figure is adjacent to Kanton, he may roll one additional defense dice.",,,100,custom-kanton.png
Deathreaver,Utgar,Marro,Common Squad,Scout,Wild,Small,3,1,6,1,2,2,Scatter,"After taking a turn with Deathreavers, you may move each friendly Deathreaver that did not take a turn this round up to 2 spaces.",Swarm,"When attacking, Deathreavers roll 1 additional attack die for each friendly Deathreaver adjacent to the figure being attacked.",,,,,60,custom-kha.png
Khamanu The Darklord,Utgar,Wolf,Unique Hero,Darklord,Relentless,Large,6,5,6,1,3,4,Double Attack,"After attacking, Khamanu The Darklord may attack one additional time.",Intimidating Roar,All opponent's small and medium Squad figures adjacent to Khamanu subtract 1 from their Defense. Disciplined figures are not affected by Intimidating Roar.,,,,,120,custom-khamanu-the-darklord.png
KAORI,Einar,Human,Unique Hero,Ninja,Merciful,Medium,4,1,6,1,2,2,FALSE SWIPE SPECIAL ATTACK,Range 1 Attack 5 Figures can never be destroyed by False Swipe Special Attack.,SUPER AGILITY,"When defending against a normal attack, one shield will block all damage.",PHANTOM WALK,Kaori can move through all figures and is never attacked when leaving an engagement.,,,10,custom-kaori-taf-custms.png
,,,,,,,,,,,,,,,,,,,,,,custom-khophawet-with-anubians.png
Kato Katsuro,Einar,Human,Unique Hero,Daimyo,Disciplined,Medium,5,5,6,1,4,4,Kato Katsuro's Command,"Instead of taking a turn with Kato Katsuro, you may take a turn with up to two of the following that you control: • 1 Samurai Hero or 1 Samurai Squad, • 1 Ashigaru Harquebus Squad, • 1 Ashigaru Yari Squad. You may choose which Hero or Squad to activate first. Any figure in the above list that is taking a turn instead of Kato Katsuro must be within clear sight of Kato Katsuro before moving.",,,,,,,200,custom-kato-katsuro-cua.png
KAIJURO,Aquilla,Insect,Unique Hero,Predator,Ferocious,Huge,6,6,7,1,4,4,PREDATOR'S FEAST,"When Kaijuro destroys a large or smaller figure, you may remove one wound marker from Kaijuro's army card.",RENDING GRASP,"When Kaijuro attacks a large or smaller figure, add 2 attack dice.",IMPROVED PREDATOR'S CLUTCH,"All small, medium or large opponents that enter or occupy a space adjacent to Kaijuro may not move. Figures affected by the Predator's Clutch cannot be moved by any power on any army card or glyph.",FLYING,"When counting spaces for Kaijuro's movement, ignore elevations. Kaijuro may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Kaijuro starts to fly, if he is engaged he will take any leaving engagement attacks.",150,custom-kaijuro.png
Khadlai,Einar,Gith,Unique Hero,Monk,Fearsome,Medium,5,3,5,1,3,3,Slay Mind Flayers,"When attacking a Mind Flayer, Khadlai may attack one additional time.",Teleportation,"Instead of moving Khadlai normally, you may choose any empty space that is on the same level and within 10 spaces of Khadlai. Place Khadlai on the chosen space. When Khadlai starts to Teleport, if it is engaged it will not take any leaving engagement attacks.",Close Combatant,Khadlai cannot be targetted by a non-adjacent attack while engaged with an opponent.,,,50,custom-khadlai.png
Killian Vane III,Revna,Human,Unique Hero,Pirate,Fearless,Medium,5,5,5,1,4,2,Blunderbuss Special Attack,Range 4. Attack 3. Choose a figure to attack. All figures adjacent to the targeted figure are also affected by Blunderbuss Special Attack. Roll attack dice once for all affected figures. Each figure rolls defense dice separately. Killian Vane III cannot be affected by his own Blunderbuss Special Attack.,,,,,,,80,custom-killian-vane-iii.png
Kita the Springrunner,Aquilla,Beast,Unique Hero,Springrunner,Noble,Small,4,2,6,1,2,4,Apparition,Figures must be within two spaces of Kita the Springrunner to target her with a normal or special attack.,Phantom Walk,Kita can move through all figures and is never attacked when leaving an engagement.,,,,,30,custom-kita-the-springrunner-classic.png
PETRIE,Ullar,Pteranadon,Unique Hero,Predator,Skittish,Medium,4,3,5,1,2,3,NURTURED,"At the start of the game, choose up to two large or huge Predator or Beast Unique Heroes you control to be the Nurturers for all units you control with the Nurtured power. This Petrie rolls 1 additional attack and defense die when at least one of the chosen Nurturers is within 3 clear sight spaces. When revelaing an order marker on this Petrie, you may first move a Nurturer 4 spaces. Instead of attacking with this Petrie, you may attack with an adjacent Nuturer.",FLUTTER,"If this Petrie is attacked by an adjacent opponent's figure and at least 1 skull is rolled, roll the 20-sided die. If you roll 1-9, roll defense dice normally. If you roll a 10 or higher, this Petrie takes no damage and may immediately move up to 2 spaces. If this Petrie is engaged when it starts to flutter, it will not take any leaving engagement attacks.",FLYING,"When counting spaces for a Petrie's movement, ignore elevations. A Petrie may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When a Petrie starts to fly, if it is engaged it will take any leaving engagement attacks.",,,35,custom-jurrassic-world-petrie.png
Karondark,Utgar,Draken,Unique Hero,Champion,Relentless,Medium,6,6,6,1,4,4,Double Attack,"When Karondark attacks, he may attack one additional time.",Battle Cry,"All friendly unique heros, with a range of 1, who end their turn adjacent to Karondark may roll the 20 sided die. If that figure rolls a 16 or higher, it may take one additional turn.",Flying,"When counting spaces for Karondark's movement, ignore elevations. Karondark may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Karondark starts to fly, if he is engaged he will take any leaving engagement attacks.",,,140,custom-karondark.png
Kira Jax,Aquilla,Mariedian,Unique Hero,Scout,Tricky,Medium,5,3,5,7,3,2,Exploit Weakness,"At any point before, during, or after movement, you may choose one opponent's figure within 6 clear sight spaces of Kira Jax. All of the special powers on the chosen figure's card (or cards if your opponent has more than one Common Army Card for that figure) are negated until the end of Kira Jax's turn. Kira Jax can only use Exploit Weakness once per turn.",,,,,,,30,custom-kira-jax-proxy.png
"Khanferuh, Pharaoh of Avoria",Valkrill,Undead,Unique Hero,Pharaoh,Terrifying,Medium,5,5,5,1,2,5,Divine Powers,"All Undead and Skeleton figures adjacent to Khanferuh, Pharaoh of Avoria will receive 1 attack dice.",Power of the Gods,Choose an adjacent figure to attack. Add one attack dice for every enemy figures adjacent to that chosen figure. You can add up to 3 additional attack dices.,Death Stare,"Instead of attacking, you may choose any small or medium figure within 4 spaces of Khanferuh, Pharaoh of Avoria. Roll the 20-sided die. If the chosen figure is a squad and you roll 10 or higher, destroy it. If the chosen figure is a hero and you roll 18 or higher, destroy the chosen figure.",,,150,custom-khanferuh-pharaoh-of-avoria.png
Knights Sparier,Sigyn,Human,Common Squad,Mech Knights,Disciplined,Medium,4,1,4,1,2,5,Wristgauge Special Attack,Range 3 Attack 4. Only one Knights Sparier may use Wristgauge Special Attack in a single turn. Roll 2 less attack dice when attacking Large or Huge figures with Wristgauge Special Attack.,Attack Formation,A Knights Sparier adds 2 to his Attack when adjacent to at least 2 other friendly Knights Sparier.,,,,,110,custom-knights-sparier-taf-customs.png
Koda,Aquilla,Bear,Unique Hero,Predator,Ferocious,Medium,6,4,6,1,4,3,Razor Claw Attack,"When Koda attacks, he may attack one additional time.",Predator Bonding,"Before taking a turn with Koda, you may first take a turn with any predator you control.",Tough Hide,"When Koda rolls defense dice against a normal adjacent attack, one shield will block all damage.",,,95,custom-koda.png
Kordenian Royal Guards,Ullar,Elves,Common Squad,Guards,Valiant,Medium,5,1,6,1,2,3,Protectors of Ullar,"At the beginning of the game choose a Unique Hero that follow Ullar. When adjacent to the chosen Hero, you may roll 1 additional attack dice if attacking an enemy figure that is adjacent to the chosen Hero.",,,,,,,70,custom-kordenian-royal-guards.png
Klaarak,Utgar,Orc,Unique Hero,Champion,Ferocious,Medium,5,4,5,1,3,4,Shield Bash,"Once per turn, when Klaarak defends against a normal attack from an adjacent figure, if any excess shields are rolled the attacker takes one unblockable wound.",Combat Challenge,"If an opponent's figure that is adjacent to Klaarak attacks with a normal or special attack, it must attack a figure with the Combat Challenge special power.",Orc Battle Frenzy,"After an Orc Squad you control attacks, if any figures in that Squad within 3 clear sight spaces of Klaraak made a normal attack on an adjacent figure, roll the 20-sided die. If you roll a 16 or higher, those figures may attack again. After those figures attack, you may roll again for Orc Battle Frenzy.",,,80,custom-klaarak.png
Kingpin,,Human,Unique Hero,Crime Lord,Ruthless,Medium,5,6,5,1,5,5,Contract Hit,"If an opponent controls a Unique Hero Army Card, Kingpin does not start the game on the battlefield. At the start of the game, place Kingpin's figure on an enemy Unique Hero's card to choose it as the Target and choose two Unique Assassin and/or Criminal Army Cards in your army to take the Contract. After revealing an Order Marker on one of the Contracted cards, before taking a turn with that card, you may first take a turn with the other Contracted card. Unengaged Contracted figures must move into engagement with the Target if possible and Contracted figures must attack the Target if possible. When the Target or all of the Contracted figures are destroyed, immediately place Kingpin on an empty space not adjacent to any enemy figures.",The Kingpin,"When Kingpin is wounded by a normal attack, you may choose a friendly figure adjacent to Kingpin to receive one of those wounds instead.",,,,,190,custom-kingpin.png
Korag,Utgar,Giant,Unique Hero,Marauder,Ferocious,Large,7,7,5,1,5,3,Utgar War Band,"After revealing an Order Marker on Korag's Army Card and before taking a turn with Korag, you may move 3 small or medium Common Heroes you control who follow Utgar up to 3 spaces each.",Utgar Battle Cry,"After revaling an Order Marker on Korag's Army Card and taking a turn with Korag, if Korag inflicted at least one wound on an opponent's figure during his turn, you may take a turn with a small or medium Common Hero you control who follows Utgar.",,,,,115,custom-korag-card.png
Korlund Viking Warriors,Jandar,Human,Common Squad,Warriors,Wild,Medium,5,1,4,1,3,3,Viking Champion Bonding,"Before taking a turn with the Korlund Viking Warriors, you may first take a turn with any Viking Champion you control.",Berserker Charge,"After moving and before attacking, roll the 20-sided die. If you roll a 15 or higher, you may move again.",First Assault 1,"When attacking with a Korlund Viking Warrior, if the defending figure was not adjacent to that Korlund Viking at the start of this turn, that Korlund Viking receives 1 additional attack die.",,,65,custom-kolund-vbiking-warriors.png
Krendal,Aquilla,Owlbear,Unique Hero,Predator,Ferocious,Large,7,6,5,1,4,3,Double Attack,"When Krendal attacks, he may attack one additional time.",Tracking,"While moving, Krendal may add 2 to his move number. If he does, he cannot attack this turn.",,,,,110,custom-krendal-adapted-from-scytale.png
Knaves of the Silver Scimitar,Revna,varied,Unique Squad,Pirate,Wild,Medium,4,1,5,1,3,2,The Captain's Way,"At the start of the game, choose a Unique Captain you control to be the Knaves of the Silver Scimitar's Captain for this game. Knaves of the Silver Scimitar roll one additional defense die against attacks from non-adjacent figures when their chosen Captain is within 4 clear sight spaces.",Captain's Orders,"Before taking a turn with the Knaves of the Silver Scimitar, you may first take a turn with their chosen Captain or a Pirate Hero you control.",First Assault 1,"When attacking with a Knave of the Silver Scimitar, if the defending figure was not adjacent to that Knave of the Silver Scimitar at the start of this turn, that Knave of the Silver Scimitar receives 1 additional attack die.",Disengage,Knaves of the Silver Scimitar are never attacked when leaving an engagement.,65,custom-knaves-of-the-silver-scimitar-classic.png
KON-TAR-NA,Utgar,Marro,Unique Hero,Hivelord,Relentless,Large,6,5,6,1,5,4,LEAPING ASSAULT,"After moving and before attacking, if Kon-Tar-Na moved less than 4 spaces, he may use Leaping Assault. Choose an opponent's figure within 3 clear sight spaces and place Kon-Tar-Na on any unoccupied space adjacent to the chosen figure. Kon-Tar-Na may not move more than 7 levels up or down using Leaping Assault. If Kon-Tar-Na is engaged when he starts his Leaping Assault, he will take any leaving engagement attacks.",TASTE OF BLOOD,"Once per turn, after attacking, if Kon-Tar-Na destroyed an opponent's figure, you may use his Leaping Assault special power and then may attack one additional time with Kon-Tar-Na.",,,,,150,custom-kon-tar-na.png
Kree Imperium,,Kree,Common Squad,Soldiers,Militaristic,Medium,5,1,6,6,3,1,Imperial Kree Tactics,"When a Kree Imperium figure you control is destroyed by a normal attack, you may move a Kree Imperium figure you control up to 6 spaces. A Kree Imperium figure may only be moved by Imperial Kree Tactics once per turn.",Tough,"When rolling defense dice against a normal attack, the Kree Imperium always add one automatic shield to whatever is rolled.",,,,,100,custom-kree-imperium.png
Kraal,Aquilla,Insect,Unique Hero,Protector,Stoic,Medium,5,5,6,1,3,4,First Assault 3,"When attacking with Kraal, if the defending figure was not adjacent to Kraal at the start of this turn, Kraal receives 3 additional attack dice.",Drone Leadership,All Drones you control can move an additional 2 spaces.,Flying,"When counting spaces for Kraal's movement, ignore elevations. Kraal may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When Kraal starts to fly, if he is engaged he will take any leaving engagement attacks.",,,130,custom-kraal.png
Kokugura Ronin,Einar,Human,Unique Squad,Ronin,Tricky,Medium,5,1,5,1,4,4,Payment Delivered,"The Kokugura Ronin do not begin the game on the battlefield. At the start of each round, before Order Marks are placed, roll the 20-sided die. If you roll a 1, you must give this Army Card to an opponent. If you roll a 15 or higher, you may place all Kokugura Ronin on any empty spaces. You cannot place them adjacent to each other or other figures, or adjacent to Glyphs.",The Job Is Done,"At the end of each round, you must roll the 20-sided die. If you roll a 12 or lower remove all Kokugura Ronin from the battlefield. Ronin removed in this way may be placed by Payment Delivered again.",Counter Strike,"When rolling defense dice against a normal attack from an adjacent attacking figure, all excess shields count as unblockable hits on the attacking figure.",,,140,custom-kokugura-ronin.png
Kraul Grunt,Aquilla,Insect,Common Hero,Grunt,Relentless,Small,3,1,6,1,3,1,Insect Hoard,If a Kraul Grunt Attacks a figure that began the turn adjacent to a friendly Common Insect Hero it may roll one additional attack die.,Flying,"When counting spaces for a Kraul Grunt's movement, ignore elevations. A Kraul Grunt may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When a Kraul Grunt starts to fly, if she is engaged she will take any leaving engagement attacks.",,,,,30,custom-kraul-grunt.png
KLAMMAK,Valkrill,Orc,Unique Hero,Cleric,Tricky,Medium,5,4,6,1,4,3,WILD HEALING,"After moving and before attacking, you may choose a wounded Hero adjacent to Klammak and roll the 20-sided die. If the chosen Hero has a Wild personality, add 3 to your roll. If you roll a 1-4, the chosen Hero receives 2 wounds. If you roll a 5-8, nothing happens. If you roll a 9-19, remove up to 2 wounds from the Hero's Army Card. If you roll a 20, remove up to 6 wounds from the Hero's Army Card.",BATTLE ADVANCE,"At the end of the round, if Klammak did not move this round, you may immediately move him 6 spaces. Klammak will take any leaving engagement attacks when moving with Battle Advance.",,,,,60,custom-klammak-taf-customs.png
Kraven,,Human,Unique Hero,Hunter,Bold,Medium,5,5,5,1,4,3,Poisoned Bolts Special Attack,"Range 5. Attack 3. After attacking normally, Kraven may attack with his Poisoned Bolts Special Attack. If Kraven inflicts at least one wound with Poisoned Bolts Special Attack, roll the 20-sided die for Poison Damage. If you roll 1-9, nothing happens. If you roll 10-19, add one additional wound marker to the defending figure's card and roll again for Poison Damage. If you roll 20 or higher, destroy the defending figure.",Tough,"When rolling defense dice against a normal attack, Kraven always adds one automatic shield to whatever is rolled.",Tracking,"While moving, Kraven may add 2 to his move number. If he does, he cannot attack this turn.",,,145,custom-kraven.png
Kumona Kawakami,Vydar,Human,Unique Hero,Ninja,Tricky,Medium,5,5,5,4,3,3,Chain Sickle Special Attack,"Range 1. Attack 3. When using Chain Sickle Special Attack, Kumona Kawakami can attack all adjacent figures. Roll attack dices for all affected figures. Defending figures roll defense separately.",Phantom Walk,Kumona Kawakami can move through all figures and is never attacked when leaving an engagement.,,,,,110,custom-kumona-kawakami.png
Krarag & Trozig,Valkrill,Ettin,Unique Hero,Beast,Terrifying,Huge,9,8,5,1,4,4,Ground Slam Special Attack,"Range 1. Attack 3 + Special. Select a figure to attack, all figures adjacent to the chosen figure are also affected by this Ground Slam Special Attack. Roll attack dices once for all affected figures. Affected figures roll defense dices separately.",Dual Mace Swings,"If Krarag & Trozig have less than four wounds on their Army Card, then you can attack up to two times.",Not Enough Pain,"When a small or medium squad figure attacks Krarag & Trozig, then roll the 20-sided die. If you roll 13 or higher ignore all wounds inflicted by that figure.",,,160,custom-krarag-amp-trozig.png
Kraal Predator,Aquilla,Kraal,Uncommon Hero,Predator,Wild,Large,5,5,6,1,4,4,Sweeping Tail Special Attack,Range 1. Attack 3. Choose a figure to attack. Any figures adjacent to both this Kraal Predator and the chosen figure are also affected by Sweeping Tail Special Attack. Roll attack dice once for all affected figures. Each figure rolls defense dice separately.,Knockback 16,"When a small or medium figure rolls defense dice and is not destroyed by a normal or special attack from this Kraal Predator, immediately roll the 20-sided die. If you roll a 16 or higher, you may Knockback the figure by placing it on any empty space within 3 clear sight spaces of this Kraal Predator. The space must be on the same level as or lower than its current location. A figure moved by Knockback never takes leaving engagement attacks. A non-flying figure moved lower by Knockback can receive any falling damage that may apply.",Predation,"If this Kraal Predator makes a normal attack on a small or medium figure that causes enough wounds to destroy that figure, you may remove one wound marker from this card.",,,120,custom-kraal-predator.png
KOJI-DANUKI,Aquilla,Tanuki,Unique Hero,Yokai,Tricky,Medium,5,4,5,1,2,3,SHAPESHIFTING ANATOMY,"Koji-Danuki does not start the game on the battlefield. After revealing an Order Marker on this card, if Koji-Danuki is not on the battlefield, you may replace any destructible object, terrain piece or friendly figure with Koji-Danuki, if possible. At the end of the round, if Koji-Danuki is not engaged, you may place him on this card. Before taking a turn with Koji-Danuki, you may choose one of the following:
- add 2 to his Attack this turn;
- add 2 to his Defence until you next reveal an Order Marker; or
- attack 2 additional times with Koji-Danuki this turn.",SUPERNATURAL TRICKERY,"Immediately after placing Koji-Danuki on the battlefield with Shapeshifting Anatomy, if there is an unrevealed ""X"" Order Marker on any Army Card you control, you may choose an adjacent opponent's figure. The player controlling the chosen figure must choose one unrevealed Order Marker on any Army Card you control. If the opponent chose an ""X"" Order Marker, remove it, your turn immediately ends and Koji-Danuki receives a wound. If the opponent did not choose an ""X"" Order Marker, remove an unrevealed ""X"" Order Marker from an Army Card you control and you may either inflict a wound on the chosen figure or remove a random Order Marker from its card.",SYMBOL OF PROSPERITY 5,"While drafting, if Koji-Danuki is in your army, you may subtract 5 from the Points Cost of up to eight other Unique Army Cards in your army. An Army Card's cost may never drop below 5 Points through this special power.",,,85,custom-koji-danuki.png
Krypto,,Kryptonian,Unique Hero,Adventurer,Loyal,Small,3,4,6,1,4,5,Team Player,"If Krypto is adjacent to an opponent's figure, other heroes you control may add 1 to their attack when attacking that figure.",Heat Vision Special Attack,"Range 5. Attack 3. After attacking normally, Krypto may attack with Heat Vision Special Attack. When attacking with Heat Vision Special Attack, you may re-roll any one die that did not show a skull.",Flying,"When counting spaces for Krypto's movement, ignore elevations. Krypto may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles. When Krypto starts to fly, if he is engaged he will take any leaving engagement attacks.",,,190,custom-krypto.png
Kumo,Utgar,Human,Unique Hero,Ninja,Tricky,Medium,4,5,6,1,4,4,Ninja Reflexes 11,"If Kumo is attacked by an opponent's figure and at least 1 skull is rolled, roll the 20-sided die. If you roll 1-10, roll defense dice normally. If you roll an 11-20, Kumo takes no damage and may immediately move up to 6 spaces.",Phantom Walk,Kumo can move through all figures and is never attacked when leaving an engagement.,Shuriken Special Attack,Range 4. Attack 3. Figures roll 1 less defense die when defending against Shuriken Special Attack. Kumo may use this special attack 2 times in the same turn. Kumo may target the same figure or a different figure with each attack.,,,140,custom-kumo.png
Legolas - Mounted,,Elf,Unique Hero,Champion,Precise,Large,6,4,8,8,4,3,Arrows Of Mirkwood Special Attack,"Range 6, Attack 3. Even if Legolas is engaged, he may use his Arrows Of Mirkwood Special Attack to attack a figure who is not adjacent.",,,,,,,90,custom-legolas.png
Kunoichi Handmaidens,Einar,Human,Unique Squad,Onna-Bugeisha,Disciplined,Medium,4,1,7,1,3,5,Elegant Deflection,"When rolling defense dice against an adjacent figure, if all attacks are blocked, the attacking figure receives 1 unblockable hit. This power does not work against other Samurai.",Unwavering Dedication,"If a Kyrie Warrior following Einar is targeted by an attack, a Kunoichi Handmaiden within 8 spaces may take all wounds instead.",Phantom Walk,Kunoichi Handmaidens may pass through all figures when moving and are never attacked when leaving an engagement.,,,70,custom-kunoichi-handmaidens.png
Kyrien Mountain Roc,Ullar,Eagle,Unique Hero,,Territorial,Large,6,4,7,1,4,3,Divebomb,"When attacking, if the Kyrien Mountain Roc begins the turn at an elevation at least 5 tiles higher than an opponent, add 2 attack dice.",Aerial Domain,"When attacking opponents with Flying abilities, add 1 attack die.",Flying,"When counting spaces for the Kyrien Mountain Roc's movement, ignore elevations. The Kyrien Mountain Roc may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When the Kyrien Mountain Roc starts to fly, if it is engaged it will take any leaving engagement attacks.",,,70,custom-kyrien-mountain-roc.png
Kriegspar,Aquilla,Elementar,Unique Hero,Guard,Dauntless,Medium,5,3,4,1,4,5,Hammer Slam Special Attack,"Range 1. Attack 4. If an opponent's small or medium Unique Hero receives at least one wound from the Hammer Slam Special Attack, roll the 20-sided die. If you roll 1-10, nothing happens. If you roll 11-19, you may remove one unrevealed Order Marker at random from the Unique Hero's Army Card. If you roll a 20 or higher, you may remove all order markers on the Unique Hero's Army Card.",Crushing Grip,All small or medium opponent's figures that enter or occupy a space adjacent to Kreigspar can not move and must attack Kreigspar if they attack with a normal attack. Figures affected by the Crushing Grip cannot be moved by any special power on an Army Card or Glyph.,Unscarred,"If Kriegspar has no wound markers on his Army Card, add 1 to attack dice and 1 to his defense dice.",,,120,custom-krieg.png
Landarian Cloud Warriors,Jandar,Landarian,Unique Squad,Warriors,Valiant,Medium,5,1,6,1,3,4,Landarian Champion Bonding,"Before taking a turn with the Cloud Warriors, you may first take a turn with any Landarian Champion you control.",Jump Special Attack,Range 3. Attack 3. One at a time do the following with each Cloud Warrior: Choose a figure that is up to 3 spaces away and 10 levels high to attack. After rolling 3 attack dice place the Cloud Warrior adjacent to the chosen figure.,Agile,"When counting spaces for the Cloud Warriors' movement, ignore elevations, up to a height of 5.",,,80,custom-landarians-cloud-warriors-by-truth.png
Kyuss The Worm,Ozrael,Cultist,Unique Hero,Cultist,Terrifying,Medium,5,4,5,5,3,4,Festering Aura,"After taking a turn with Kyuss the Worm, roll the 20-sided die for every opponent's figure adjacent to him. If you roll a 14 or higher, that figure receives a wound, and roll the 20-sided die again if that figure is not destroyed. If you roll a 16 or higher, you may also remove an unrevealed Order Marker at random from that figure's Army Card.",Underground Tunneling,"Instead of moving normally with Kyuss The Worm, you may immediately place him on any empty non-water space that is within 4 spaces of Kyuss and is no higher than 1 level above his height or 4 levels below his base. Kyuss will not take any leaving engagement attacks when moving with Underground Tunneling.",,,,,110,custom-kyuss-the-worm-taf-customs.png
LATROBORG,Valkrill,Soulborg,Unique Hero,Juggernaut,Relentless,Huge,13,6,4,6,2,6,CRUSHING STEP,"At any point while moving, Latroborg may choose a small or medium squad figure that is adjacent, on the same level, and on a space where Latroborg may end his movement. Destroy the chosen figure, move Latroborg on the space that the figure occupied, and end Latroborg's movement.",PINCER CLAWS,"When attacking an adjacent target with Latroborg, all skulls rolled count for one additional hit.",DOUBLE ATTACK,"When Latroborg attacks, he may attack one additional time.",,,175,custom-latroborg.png
Lady Galienne,Jandar,Human,Unique Hero,Champion,Valiant,Medium,5,6,5,1,6,4,Honor for the Fallen,"Range 1. Attack 4 +Special. Choose a figure to attack, for each friendly human unique hero that is destroyed roll one additional attack dice to a maximum of 4 additional dices.",One Last Strike,"When this figure receives enough wounds to be destroyed, select an adjacent enemy figure. Roll 4 attack dices. For each skull rolled, that figure will receive 1 wound. Then remove this figure.",Mortal Strike,"If you roll a skull on every dice on any small or medium figure, that figure can only defend with only one defense dice.",,,160,custom-lady-galienne.png
,,,,,,,,,,,,,,,,,,,,,,custom-leslie-22coyote-22-cane-jpg.png
Marro Leech,Utgar,Marro,Unique Hero,Predator,Wild,Medium,5,4,6,1,1,1,Symbiotic Bond,Start the game with 3 Leech Markers on this card. The Marro Leech receives an additional attack die and an additional defense die for each Leech Marker on this card.,Parasitic Transfer,"Instead of attacking, you may choose any Unique Hero adjacent to the Marro Leech. Roll the 20-sided die. If you roll a 10 or higher, remove a Leech Marker from this card and place it on the chosen Hero's Army Card. Figures other than the Marro Leech roll one less attack die and one less defense die for each Leech Marker on their Army Card.",Leech Drain,"As long as there is at least one Leech Marker on this card, each time the Marro Leech destroys a figure, you may remove a wound marker from this Army Card. The Marro Leech cannot Leech Drain destructible objects.",,,65,custom-leech.png
"Leslie ""Coyote"" Cane",Vydar,Human,Unique Hero,Outlaw,Vengeful,Medium,5,3,5,7,2,2,An Eye for an Eye,"When Leslie ""Coyote"" Cane attacks, he may attack one additional time for each wound marker on this Army Card.",Opportunist,"When attacking a figure that does not have any revealed Order Markers on its Army Card (or Cards if there is more than one Common Army Card for that figure), Leslie ""Coyote"" Cane receives 1 additional attack die.",,,,,40,custom-leslie_cane_master-png.png
Lady Galienne,Aquilla,Human,Unique Hero,,,Medium,,,5,1,6,4,,,,,,,,,,custom-lady-galienne-back-view.png
"Lacex, The Great Blue Spider",,Spider,Unique Hero,,,Large,,,6,1,3,3,,,,,,,,,,custom-lacex-the-great-blue-spider-back-view.png
Lakaien of Clan Esenwein,Utgar,Undead,Common Squad,Lackeys,Devoted,Medium,4,1,6,1,3,3,Esenweins' Orders,"Instead of taking a turn with Lakaien of Clan Esenwein, you may instead take a turn with any of the following you control: - Cyprien Esenwein or - Marcu Esenwein or - any two of the following: Iskra Esenwein, Sonya Esenwein, the Rechets of Bogdan (if they have been summoned).",Clan Devotion,All Lakaien of Clan Esenwein you control within 3 clear sight spaces of any Esenwein Vampire hero roll 1 additional attack die.,Flying,"When counting spaces for Lakaien of Clan Esenwein's movement, ignore elevation. This unit may fly over water without stopping, pass over figures without becoming engaged, and fly over obstacles such as ruins. When a Lakai of Clan Esenwein starts to fly, if he is engaged he will take any disengagement attacks.",,,90,custom-lakaien-of-clan-esenwein.png
Linebacker,Einar,Human,Uncommon Hero,Athlete,Fearless,Medium,6,4,5,1,4,3,Athlete Enhancement,All friendly Athletes adjacent to a Linebacker roll an additional attack die and an additional defense die. Linebackers are not affected by Athlete Enhancement.,Fearless Advantage,This Linebacker rolls an additional die when attacking or defending against large or huge figures.,,,,,60,custom-linebacker.png
